year,condition,length_ft,beam_ft,dryWeight_lb,numEngines,totalHP,price
2019,0,25,8.5,5100,1,300,618
2019,1,25,8.5,5100,1,300,618
2019,1,25,8.5,5100,1,300,634
2008,1,9.33,5.25,86,1,8,1286
1982,1,25,8.17,4007,1,9.9,1500
2019,0,14,5.83,365,1,25,1999
2007,1,14,5.83,260,1,25,3995
1984,1,16,8,1000,1,90,3999
1986,1,30,11,9800,2,520,4900
2012,1,10.75,3.83,745,1,110,4995
1987,1,20.4,8,2400,1,230,5095
2019,0,9.17,3.83,405,1,60,5399
1988,1,20.83,8,2944,1,190,5495
2011,1,10,4.08,732,1,130,5500
1963,1,25,7,5070,1,9.9,5900
2000,1,17.92,7.5,1865,1,210,5900
2004,1,14,6,640,1,25,5995
2009,1,10.83,4,804,1,255,5999
2015,1,13.83,5.83,440,1,20,6295
2006,1,15.7,5.33,330,1,40,6337.85
2003,1,17.07,6.08,800,1,90,6495
2007,1,18,7.58,2235,1,135,6500
1984,1,27,8,5440,1,260,6500
2018,0,10,3.83,421,1,90,6599
1996,1,20.17,7.33,2610,1,150,6900
2006,1,16.17,6.83,1145,1,75,6950
2015,1,11.05,4.08,790,1,130,6950
2011,1,16.17,5.83,675,1,20,6990
2019,0,14,5.67,185,1,20,6995
2001,1,18.5,7.5,2650,1,135,7000
1989,1,30,11,9800,2,520,7000
2018,0,10.25,3.58,584,1,100,7099
1986,1,27,8,5400,1,260,7490
2000,1,17.42,7.17,1225,1,150,7500
2005,1,16.17,6.33,660,1,60,7595
2019,0,10.33,3.75,584,1,100,7799
1979,1,25,9.33,4800,1,225,7900
2004,1,17,7.33,2050,1,135,7995
2019,0,9,3.67,422,1,90,8049
2019,0,9.17,3.83,422,1,90,8049
2019,0,10,4.17,421,1,90,8149
2017,1,11.05,4,640,1,155,8338
1999,1,22,7.67,2050,1,115,8495
1998,1,19,6.67,1950,1,270,8595
2016,1,11.05,4.08,799,1,215,8699
2005,1,17.58,7,1900,1,135,8750
2018,0,10.25,3.58,599,1,100,8799
2019,0,10.33,3.75,600,1,100,8799
2019,0,10.33,3.75,600,1,100,8799
2016,1,11.05,4.08,799,1,215,8899
2015,0,16,6,600,1,25,8995
2003,1,15.33,8.5,1580,1,60,8995
2008,1,17,7.33,1054,1,75,8995
1986,1,17,7,1050,1,115,8995
2019,0,11.1,4.08,718,1,130,9167
2015,1,11.05,4,765,1,155,9200
2007,1,17.5,7,2100,1,135,9295
2017,0,16.33,6,655,1,25,9297
2016,0,16,6.17,708,1,25,9442
1999,1,18,8,1950,1,150,9499
1977,1,29,9.42,8500,1,30,9500
2008,1,13,5.92,600,1,40,9500
2001,1,21,8.5,2500,1,150,9700
1985,1,27,8.83,6850,1,17,9900
1976,1,34,11.5,22000,1,50,9900
1975,1,28,10.25,8100,2,460,9900
2019,0,11.1,4.08,790,1,130,9915
2019,0,11.1,4.08,790,1,130,9915
2002,1,13.25,5.92,600,1,25,9995
2013,1,16,6.5,1250,1,60,9995
1988,1,18,7.5,2120,1,175,9995
1992,1,20,7.58,2500,1,175,9995
2003,1,19.17,8,1757,1,200,9995
1995,1,23,8.5,3875,1,260,9995
2000,1,22,8.25,4169,1,260,9995
1983,1,29,10.75,7000,2,460,9995
2004,1,19,7.58,2500,1,135,9999
1999,1,21,8.5,4770,1,300,9999
2017,0,16,6.17,708,1,25,10088
2018,0,16.33,6,655,1,25,10165
2018,0,16.33,6,655,1,25,10365
2018,0,16.33,6,655,1,25,10365
2019,0,16.33,6,655,1,25,10465
2019,0,11.1,4.08,790,1,155,10476
2019,0,11.1,4.08,790,1,155,10476
2019,0,11,4,664,1,115,10499
2019,0,11,4,664,1,116,10499
2016,1,15,5.75,500,1,40,10500
2002,1,19,7.33,2350,1,115,10500
2019,0,16,6,727,1,25,10535
2017,0,16.33,6,655,1,25,10565
2019,0,16.33,6,655,1,25,10565
2019,0,16.33,6,655,1,25,10565
2019,0,16.33,6,655,1,25,10565
2019,0,16.08,6,715,1,20,10765
2019,0,16.08,6,715,1,20,10765
2018,0,16.33,6,655,1,25,10765
2019,0,10.99,4,668,1,115,10799
2018,0,16,6.17,708,1,20,10845
2012,1,16.5,6.33,740,1,50,10900
2019,0,16,6.17,708,1,20,10945
2006,1,18,7.5,990,1,90,10995
2000,1,17,6.83,1500,1,190,10995
2000,1,19.83,7.92,2280,1,225,10995
2001,1,23.83,8.33,4265,1,220,11000
2019,0,16.33,6,655,1,25,11065
2019,0,16.33,6,655,1,25,11165
2019,0,11,4,668,1,115,11199
2019,0,11.32,4.17,790,1,155,11199
2019,0,16.08,6,715,1,25,11205
2005,1,22.17,8.5,2241,1,60,11395
2018,0,17.33,6.5,744,1,25,11415
2019,0,16,6.17,708,1,20,11445
2019,0,16.33,6,655,1,25,11465
2019,0,11,4,767,1,180,11499
2018,0,15.41,6.75,500,1,40,11500
2019,0,3,1,456,1,150,11500
2019,0,3,1,456,1,150,11500
2019,0,16.33,6,655,1,25,11565
2019,0,16.33,6,655,1,25,11565
2018,0,16.08,6,715,1,25,11565
2019,0,16.08,6,715,1,25,11705
2019,0,16.08,6,715,1,25,11705
2015,0,14,3.5,460,1,20,11717
2019,0,17.33,6.5,744,1,25,11765
2018,0,16.08,6,715,1,40,11865
2016,1,14.6,6.33,554,1,25,11900
2004,1,20,7.83,1700,1,150,11900
2010,1,21.92,8.08,1873,1,75,11950
2019,0,11.4,4.17,768,1,155,11973
1993,1,22,8.5,2700,1,25,11995
2000,1,20.92,8.5,3540,1,175,11995
1999,1,19,8,1600,1,115,11999
2019,0,11.05,4.17,718,1,155,11999
2018,0,17.33,6.5,744,1,30,12015
2018,0,16,6.17,708,1,25,12045
2018,0,16,6.17,708,1,25,12045
2019,0,16.08,6,715,1,25,12104
2019,0,16.08,6,715,1,25,12104
2019,0,16.08,6,715,1,25,12104
2019,0,16.08,6,715,1,25,12104
2019,0,11.05,4.08,807,1,230,12199
2019,0,11.05,4.08,807,1,230,12199
2018,0,16,6.17,708,1,25,12245
2018,0,16,6.17,708,1,25,12245
2019,0,16.17,5.83,719,1,25,12245
2019,0,15.42,5.75,500,1,25,12269
2019,0,17.33,6.5,744,1,25,12365
2020,0,16.67,6.42,780,1,50,12445
2020,0,16.67,6.42,780,1,50,12445
2020,0,16.67,6.42,780,1,50,12445
2020,0,16.67,6.42,780,1,50,12445
2020,0,16.67,6.42,780,1,50,12445
2020,0,16.67,6.42,780,1,50,12445
2018,0,16.08,6,715,1,40,12465
1998,1,24,8.5,5500,1,220,12497
2005,1,20,8.42,3550,1,260,12497
2019,0,16.42,8.75,525,1,25,12500
2010,1,15,6.42,600,1,40,12500
2016,1,16.67,6.42,878,1,40,12500
2009,1,19,6.33,1190,1,60,12500
2008,1,10.58,3.83,710,1,110,12500
2011,1,11.08,4,840,1,250,12500
1989,1,22,8.33,5182,1,330,12500
2019,0,16.08,6,715,1,40,12505
2017,0,16.08,6,715,1,40,12665
2003,1,18.33,8,1950,1,115,12700
2019,0,11.4,4,879,1,155,12722
2019,0,16.17,5.83,719,1,25,12745
2019,0,16.17,5.83,719,1,25,12745
2019,0,16,6.17,708,1,25,12765
2019,0,16,6.17,708,1,25,12765
2019,0,16,6.17,708,1,25,12765
2019,0,16,6.17,708,1,25,12765
2019,0,16,6.17,708,1,25,12765
2019,0,16,6.17,708,1,25,12765
2019,0,17.33,6.5,744,1,25,12765
2019,0,17.33,6.5,744,1,25,12765
2018,0,17.33,6.5,744,1,30,12765
2018,0,17.33,6.5,744,1,30,12765
2018,0,17.33,6.5,744,1,30,12765
2018,0,16.08,6,715,1,40,12765
2019,0,11.32,4.17,768,1,155,12799
2018,0,17.33,6.5,744,1,40,12860
2018,0,16.08,6,715,1,40,12865
2014,1,16.67,6.42,878,1,40,12895
2017,1,11.67,4,836,1,255,12895
2016,1,16.6,6.25,646,1,25,12900
2002,1,21.08,8,2042,1,40,12900
2002,1,19,7.33,2350,1,115,12900
2009,1,18,7,1991,1,135,12900
2007,1,18,7.58,2278,1,135,12900
2008,1,18.75,7.58,2278,1,135,12900
1996,1,20.5,8.33,3355,1,190,12900
2000,1,21,8.25,3200,1,250,12900
2000,1,27,9,5400,1,250,12900
1986,1,22,8.5,4100,1,260,12900
2019,0,16.08,6,715,1,40,12905
2019,0,16.08,6,715,1,40,12905
2019,0,16.08,6,715,1,40,12905
2020,0,16.67,6.42,780,1,50,12960
2020,0,16.67,6.42,780,1,50,12960
2019,0,17.33,6.5,744,1,30,12965
2019,0,17.08,6.5,670,1,50,12990
2014,1,15.83,5.92,700,1,30,12995
2005,1,17.08,7.33,2025,1,135,12995
2009,1,17.08,7.33,2040,1,135,12995
2005,1,17.08,7.33,2050,1,135,12995
2007,1,19.42,7.58,2371,1,135,12995
1998,1,19,8.17,3000,1,220,12995
2015,1,17.5,6.92,1923,1,135,12999
2009,1,18.42,7.5,1390,1,150,13000
2019,0,16.08,6,715,1,40,13005
2019,0,16.08,6,715,1,40,13005
2019,0,16.08,6,715,1,40,13005
2019,0,16.08,6,715,1,40,13005
2019,0,16.08,6,715,1,40,13005
2019,0,16.08,6,715,1,40,13005
2019,0,16.08,6,715,1,40,13005
2019,0,16.08,6,715,1,40,13005
2019,0,16.08,6,715,1,40,13005
2019,0,16.08,6,715,1,40,13005
2019,0,16.08,6,715,1,40,13005
2019,0,16.08,6,715,1,40,13005
2019,0,16.08,6,715,1,40,13005
2019,0,16.08,6,715,1,40,13005
2019,0,16.08,6,715,1,40,13005
2019,0,10.88,4.08,821,1,230,13199
2018,0,17.33,6.5,744,1,40,13260
2019,0,16.08,6,715,1,40,13304
2019,0,16.08,6,715,1,40,13304
2019,0,16.08,6,715,1,40,13304
2019,0,16.08,6,715,1,40,13304
2019,0,16.08,6,715,1,40,13404
2019,0,16.08,6,715,1,40,13404
2019,0,16.08,6,715,1,40,13404
2019,0,16.08,6,715,1,40,13404
2019,0,16.08,6,715,1,40,13404
2019,0,16.08,6,715,1,40,13404
2019,0,16.08,6,715,1,40,13404
2019,0,16.08,6,715,1,40,13404
2019,0,16.08,6,715,1,40,13404
2019,0,16.08,6,715,1,40,13404
2019,0,16.08,6,715,1,40,13404
2019,0,16.08,6,715,1,40,13404
2019,0,16.08,6,715,1,40,13405
2019,0,16.08,6,715,1,40,13405
2019,0,16.08,6,715,1,40,13405
2019,0,16.08,6,715,1,40,13405
2019,0,16.08,6,715,1,40,13405
2019,0,16.08,6,715,1,40,13405
2019,0,16.08,6,715,1,40,13405
2019,0,16.08,6,715,1,40,13405
2019,0,16.08,6,715,1,40,13405
2019,0,16.08,6,715,1,40,13405
2017,0,16,6.17,708,1,40,13445
2018,0,16,6.17,708,1,40,13445
2018,0,17.33,6.5,744,1,40,13465
2004,1,22.25,8.08,4078,1,220,13500
2017,1,11.6,4,1024,1,260,13500
2019,0,11.32,4.17,768,1,155,13599
2019,0,11.32,4.17,768,1,155,13599
2019,0,17.33,6.5,744,1,40,13665
2019,0,17.33,6.5,744,1,40,13665
2019,0,16.08,6,715,1,50,13705
2019,0,11.4,4,805,1,230,13751
2019,0,11,4.08,805,1,230,13751
2019,0,17.33,6.5,744,1,40,13765
2019,0,16.17,5.83,766,1,25,13785
2019,0,16.17,5.83,766,1,25,13785
2019,0,16.17,5.83,719,1,25,13835
2019,0,11.32,4.08,805,1,230,13899
2019,0,11.32,4.08,805,1,230,13899
2001,1,21,8.67,3101,1,150,13900
1993,1,28,9.5,8400,1,330,13900
2019,0,16.08,6,715,1,40,13980
2014,1,16,7.08,1058,1,40,13995
2015,1,17,6.17,650,1,60,13995
2013,1,17.42,7,1075,1,60,13995
2014,1,17.67,7.67,1075,1,60,13995
2005,1,19,8.17,2627,1,115,13995
2001,1,20.17,8.5,3100,1,190,13995
2018,1,11.6,4,850,1,300,13999
2018,0,17.33,6.5,744,1,40,14010
2019,0,16.17,5.83,719,1,40,14045
2019,0,16.17,5.83,719,1,40,14045
2019,0,16.17,5.83,719,1,40,14045
2019,0,16.17,5.83,719,1,40,14045
2019,0,16.17,5.83,719,1,40,14045
2019,0,16.17,5.83,719,1,40,14045
2019,0,16.17,5.83,719,1,40,14045
2019,0,16.17,5.83,719,1,40,14045
2019,0,16.17,5.83,719,1,40,14045
2018,0,16.17,5.83,766,1,40,14045
2018,1,11.6,4,850,1,300,14099
2019,0,16.08,6,715,1,50,14105
2019,0,16.08,6,715,1,50,14105
2019,0,16.17,5.83,719,1,40,14145
2019,0,16.17,5.83,719,1,40,14145
2019,0,16.17,5.83,719,1,40,14145
2019,0,17.33,6.5,744,1,25,14165
2019,0,16,6.17,708,1,40,14165
2019,0,16,6.17,708,1,40,14165
2019,0,16,6.17,708,1,40,14165
2019,0,16,6.17,708,1,40,14165
2019,0,16,6.17,708,1,40,14165
2019,0,16,6.17,708,1,40,14165
2019,0,16,6.17,708,1,40,14165
2019,0,16,6.17,708,1,40,14165
2019,0,16,6.17,708,1,40,14165
2019,0,16,6.17,708,1,40,14165
2019,0,16,6.17,708,1,40,14165
2019,0,17.33,6.5,744,1,40,14165
2019,0,17.33,6.5,744,1,40,14165
2019,0,17.33,6.5,744,1,40,14165
2019,0,17.33,6.5,744,1,40,14165
2019,0,17.33,6.5,744,1,40,14165
2019,0,17.33,6.5,744,1,40,14165
2016,0,18.42,7,1083,1,40,14196
2019,0,16.17,5.83,719,1,40,14245
2019,0,16.17,5.83,719,1,40,14245
2019,0,16.17,5.83,719,1,40,14245
2019,0,16.17,5.83,719,1,40,14245
2019,0,16.17,5.83,719,1,40,14245
2019,0,16.17,5.83,719,1,40,14245
2019,0,16.17,5.83,719,1,40,14245
2019,0,16.17,5.83,719,1,40,14245
2019,0,16.17,5.83,719,1,40,14245
2019,0,16.17,5.83,719,1,40,14245
2017,0,16.17,5.83,766,1,40,14245
2019,0,16.17,5.83,766,1,25,14285
2019,0,16.17,5.83,766,1,25,14285
2018,0,16,6.25,610,1,40,14388
2019,0,16.17,5.83,719,1,40,14390
2019,0,16.17,5.83,719,1,40,14390
2019,0,16.17,5.83,719,1,40,14390
2019,0,16.17,5.83,719,1,40,14390
2019,0,16.17,5.83,766,1,25,14485
2019,0,16.17,5.83,766,1,25,14485
2019,0,16.17,5.83,719,1,40,14490
2019,0,16.17,5.83,719,1,40,14490
2019,0,16.17,5.83,719,1,40,14490
2019,0,16.17,5.83,719,1,40,14490
2000,1,25.42,8.42,4800,1,220,14495
2019,0,16.42,5.75,525,1,50,14531
2019,0,16.17,5.83,766,1,25,14580
2019,0,16.17,5.83,766,1,25,14580
2019,0,16.17,5.83,719,1,40,14590
2019,0,16.17,5.83,719,1,40,14590
2019,0,16.17,5.83,719,1,40,14590
2019,0,12.3,4,856,1,155,14592
2019,0,17.33,6.5,744,1,40,14610
2019,0,17.33,6.5,744,1,40,14610
2019,0,16.17,5.83,766,1,25,14680
2019,0,16.17,5.83,766,1,25,14680
2019,0,16.17,5.83,719,1,40,14690
2019,0,16.17,5.83,719,1,40,14690
2019,0,16.17,5.83,719,1,40,14690
2019,0,16.17,5.83,719,1,40,14690
2019,0,16.17,5.83,719,1,40,14690
2019,0,11.32,4.08,805,1,230,14699
2019,0,11.32,4.08,805,1,230,14699
2019,0,11.32,4.08,805,1,230,14699
2019,0,11.32,4.17,805,1,230,14699
2019,0,12.25,4.17,856,1,155,14799
2019,0,11.32,4.08,815,1,230,14799
2019,0,16.17,5.83,766,1,25,14830
2019,0,16.17,5.83,766,1,25,14830
2019,0,16.17,5.83,766,1,25,14880
1985,1,30,10.83,10200,1,21,14900
1987,1,30,10.42,10500,1,22,14900
2013,1,16.5,6.42,740,1,50,14900
2013,1,20,7.58,1470,1,135,14900
2002,1,20.33,8.5,3500,1,220,14900
2000,1,21,8.5,3800,1,220,14900
2004,1,22,8.67,4078,1,220,14900
1997,1,26,9.42,6370,1,275,14900
1993,1,27,8.5,5600,1,330,14900
1992,1,28,9.08,5700,1,415,14900
1981,1,34,12.5,12500,2,500,14900
1986,1,32,11.67,13300,2,520,14900
2019,0,16.17,5.83,719,1,40,14935
2019,0,16.17,5.83,719,1,40,14935
2019,0,16.17,5.83,719,1,40,14935
2019,0,16.17,5.83,719,1,40,14935
2019,0,16.17,5.83,719,1,40,14935
2019,0,16.17,5.83,719,1,40,14935
2015,0,18.5,7.08,601,1,60,14995
2004,1,17.83,7.58,1710,1,115,14995
1994,1,20.5,7.67,2550,1,260,14998
2001,1,24,8.5,5517,1,250,14999
2019,0,16.17,5.83,719,1,40,15135
2019,0,16.17,5.83,719,1,40,15135
2019,0,17.08,6.5,882,1,40,15165
2010,1,16.83,6.42,805,1,70,15200
2019,0,17.08,6.5,882,1,40,15265
2019,0,17.08,6.5,882,1,40,15265
2019,0,17.08,6.5,882,1,40,15265
2019,0,17.08,6.5,882,1,40,15265
2019,0,17.08,6.5,882,1,40,15265
2019,0,17.08,6.5,882,1,40,15265
2019,0,17.08,6.5,882,1,40,15265
2019,0,17.08,6.5,882,1,40,15265
2019,0,17.08,6.5,882,1,40,15265
2019,0,17.08,6.5,882,1,40,15265
2016,0,16,6.33,875,1,40,15345
2019,0,10.88,4,847,1,300,15399
2019,0,16.67,6.42,878,1,40,15445
2019,0,16.17,5.83,766,1,40,15485
2019,0,16,7.08,1175,1,25,15520
2019,0,16,7.08,1175,1,25,15520
2019,0,16,7.08,1175,1,25,15520
2019,0,11.4,4.08,828,1,300,15528
2019,0,17.08,6.5,882,1,40,15565
2019,0,17.08,6.5,882,1,40,15565
2019,0,16.17,5.83,766,1,40,15585
2019,0,16.17,5.83,766,1,40,15585
2019,0,16.17,5.83,766,1,40,15585
2019,0,16.17,5.83,766,1,40,15585
2019,0,16.17,5.83,766,1,40,15585
2019,0,16.17,5.83,766,1,40,15585
2019,0,16.17,5.83,766,1,40,15585
2019,0,16.17,5.83,766,1,40,15585
2019,0,16.17,5.83,766,1,40,15585
2019,0,11.32,4.17,856,1,155,15599
2019,0,12.25,4.17,856,1,155,15599
2019,0,11.32,4.08,815,1,230,15599
2019,0,11.32,4.17,815,1,230,15599
2019,0,17.08,6.5,882,1,40,15665
2019,0,17.08,6.5,882,1,40,15665
2019,0,17.08,6.5,882,1,40,15665
2019,0,17.08,6.5,882,1,40,15665
2019,0,17.08,6.5,882,1,40,15665
2019,0,17.08,6.5,882,1,40,15665
2019,0,17.08,6.5,882,1,40,15665
2019,0,17.08,6.5,882,1,40,15665
2019,0,16.17,5.83,766,1,40,15685
2019,0,16.17,5.83,766,1,40,15685
2019,0,10.88,4,847,1,300,15699
2019,0,11.32,4.17,847,1,300,15699
2019,0,16,6.33,875,1,40,15745
2019,0,16,6.33,875,1,40,15745
2019,0,16.67,6.42,878,1,40,15745
2019,0,16.67,6.42,878,1,40,15745
2019,0,16.67,6.42,878,1,40,15745
2019,0,16.17,5.83,766,1,40,15785
2019,0,16.17,5.83,766,1,40,15785
2019,0,16.17,5.83,766,1,40,15785
2019,0,16.17,5.83,766,1,40,15785
2019,0,16.17,5.83,766,1,40,15785
2019,0,16.17,5.83,766,1,40,15785
2019,0,16.17,5.83,766,1,40,15785
2019,0,16.17,5.83,766,1,40,15785
2019,0,16.17,5.83,766,1,40,15785
2019,0,16.17,5.83,766,1,40,15785
2019,0,16.17,5.83,766,1,40,15785
2019,0,16.17,5.83,766,1,40,15785
2019,0,16.17,5.83,766,1,40,15785
2019,0,16.17,5.83,766,1,40,15785
2019,0,11.32,4.08,828,1,300,15799
2019,0,11.32,4.08,828,1,300,15799
2019,0,11.4,4,828,1,300,15809
2019,0,16.67,6.42,878,1,40,15845
2019,0,16.17,5.83,766,1,40,15880
2018,0,11.32,4,824,1,230,15899
2002,1,20,7.33,2650,1,190,15900
2000,1,24,8.42,5000,1,260,15900
1990,1,26,9.5,5100,1,300,15900
2019,0,16.67,6.42,878,1,40,15945
2019,0,16.67,6.42,878,1,40,15945
2019,0,16.67,6.42,878,1,40,15945
2019,0,16.67,6.42,878,1,40,15945
2019,0,16.67,6.42,878,1,50,15955
2019,0,17.08,6.5,882,1,50,15965
2019,0,16.17,5.83,766,1,40,15980
2019,0,16.17,5.83,766,1,40,15980
2017,0,16,7.08,1090,1,20,15995
2006,1,19.56,7.58,2580,1,405,15995
1989,1,31,11,8500,2,520,15995
2019,0,11.4,4.08,847,1,300,15996
2008,1,24,8.5,4437,1,220,16000
2019,0,15.17,6.5,1140,1,40,16045
2019,0,15.17,6.5,1140,1,40,16045
2019,0,11.32,4.08,824,1,230,16099
2019,0,11.32,4.08,824,1,230,16099
2019,0,11.32,4.08,828,1,300,16099
2019,0,17.08,6.5,882,1,60,16165
2019,0,16.17,5.83,766,1,40,16180
2019,0,16.17,5.83,766,1,40,16180
2019,0,16.17,5.83,766,1,40,16180
2019,0,16.17,5.83,766,1,40,16180
2019,0,15.17,6.5,1140,1,40,16185
2018,0,16,6.33,875,1,50,16195
2019,0,15.17,6.5,1140,1,40,16200
2019,0,16.67,6.42,878,1,40,16210
2019,0,16.67,6.42,878,1,40,16210
2019,0,16.67,6.42,878,1,40,16210
2019,0,16,6.33,875,1,40,16245
2019,0,16,6.33,875,1,40,16245
2019,0,16,6.33,875,1,40,16245
2019,0,16,6.33,875,1,40,16245
2019,0,16,6.33,875,1,40,16245
2019,0,16,6.33,875,1,40,16245
2019,0,16,6.33,875,1,40,16245
2019,0,16,6.33,875,1,40,16245
2019,0,16,6.33,875,1,40,16245
2019,0,17.08,6.5,882,1,60,16265
2019,0,17.08,6.5,882,1,60,16265
2019,0,17.08,6.5,882,1,60,16265
2019,0,17.08,6.5,882,1,60,16265
2019,0,17.08,6.5,882,1,60,16265
2019,0,17.08,6.5,882,1,60,16265
2019,0,17.08,6.5,882,1,60,16265
2019,0,17.08,6.5,882,1,60,16265
2019,0,17.08,6.5,882,1,60,16265
2019,0,17.08,6.5,882,1,60,16265
2019,0,17.08,6.5,882,1,60,16265
2019,0,15.17,6.5,1140,1,40,16340
2019,0,17,6.5,795,1,40,16365
2018,0,14,6.33,604,1,40,16399
2019,0,16.67,6.42,878,1,40,16410
2019,0,16.67,6.42,878,1,40,16410
2019,0,16.67,6.42,878,1,40,16410
2019,0,16.67,6.42,878,1,50,16445
2019,0,16.67,6.42,878,1,50,16445
2019,0,16.67,6.42,878,1,50,16445
2019,0,16.67,6.42,878,1,50,16445
2019,0,16.67,6.42,878,1,50,16445
2019,0,15.17,6.5,1140,1,40,16475
2019,0,16,6.33,875,1,40,16495
2019,0,16,6.33,875,1,40,16495
1999,1,18.17,8,1800,1,90,16500
2003,1,18,7,1025,1,115,16500
2014,1,16.67,7.25,1072,1,115,16500
1992,1,21,8.5,3000,1,150,16500
2004,1,21.33,8,3315,1,200,16500
2005,1,21.25,8.17,3218,1,220,16500
2000,1,27.67,8.42,5220,1,220,16500
1969,1,42,13,23000,2,600,16500
2019,0,16.67,6.42,878,1,50,16545
2019,0,17.08,6.5,882,1,60,16565
2019,0,17.08,6.5,882,1,60,16565
2019,0,17.08,6.5,882,1,60,16565
2019,0,11.32,4.08,828,1,300,16599
2019,0,11.32,4.08,828,1,300,16599
2019,0,11.32,4.08,828,1,300,16599
2019,0,11.6,4,914,1,300,16599
2019,0,15.17,6.5,1140,1,40,16605
2019,0,16.17,5.83,766,1,40,16625
2019,0,15.17,6.5,1140,1,40,16630
2019,0,16.67,6.42,878,1,50,16645
2019,0,16.67,6.42,878,1,50,16645
2019,0,16.67,6.42,878,1,50,16645
2019,0,16.67,6.42,878,1,50,16645
2019,0,16.67,6.42,878,1,50,16645
2019,0,16.67,6.42,878,1,50,16645
2019,0,16.67,6.42,878,1,50,16645
2019,0,16.67,6.42,878,1,50,16645
2019,0,16.67,6.42,878,1,50,16645
2019,0,17.08,6.5,882,1,60,16665
2019,0,17.08,6.5,882,1,60,16665
2019,0,17.08,6.5,882,1,60,16665
2019,0,17.08,6.5,882,1,60,16665
2019,0,17.08,6.5,882,1,60,16665
2019,0,17.08,6.5,882,1,60,16665
2019,0,17.08,6.5,882,1,60,16665
2019,0,17.08,6.5,882,1,60,16665
2019,0,17.08,6.5,882,1,60,16665
2019,0,17.08,6.5,882,1,60,16665
2019,0,17.08,6.5,882,1,60,16665
2019,0,17.08,6.5,882,1,60,16665
2019,0,16,6.33,875,1,40,16690
2019,0,16,6.33,875,1,40,16790
2019,0,16,6.33,875,1,40,16790
2019,0,16,6.33,875,1,40,16790
2019,0,16,6.33,875,1,40,16790
2019,0,16,6.33,875,1,40,16790
2019,0,16,6.33,875,1,40,16790
2019,0,16,6.33,875,1,40,16790
2019,0,16.67,6.42,878,1,40,16810
2019,0,16,6.33,875,1,50,16845
2019,0,11.32,4.08,828,1,300,16899
2017,0,16.5,6.25,875,1,50,16900
2018,0,16.6,7.83,1650,1,50,16900
2015,1,16,6.75,935,1,60,16900
2009,1,18,7.25,1100,1,190,16900
2000,1,20,8,2375,1,190,16900
2000,1,23.42,8.42,3832,1,225,16900
2000,1,25,8.5,4350,1,350,16900
1994,1,30,10.5,8200,2,520,16900
1970,1,31,13.17,12500,2,540,16900
2019,0,16.67,6.42,878,1,50,16910
2019,0,16.67,6.42,878,1,50,16910
2019,0,16.67,6.42,878,1,50,16910
2019,0,16.67,6.42,878,1,50,16910
2019,0,16.67,6.42,878,1,50,16910
2019,0,16.67,6.42,878,1,50,16910
2019,0,16,6.33,875,1,50,16945
2019,0,16,6.33,875,1,50,16945
2019,0,16,6.33,875,1,50,16945
2019,0,16,6.33,875,1,50,16945
2019,0,16,6.33,875,1,50,16945
2019,0,16,6.33,875,1,50,16945
2019,0,16,6.33,875,1,50,16945
2019,0,16.67,6.42,878,1,50,16990
2014,1,18,7,2400,1,115,16999
2011,1,19.5,7.58,2722,1,190,16999
2019,0,16.67,6.42,878,1,50,17010
2019,0,16,6.33,875,1,40,17040
2019,0,16,6.33,875,1,40,17040
2019,0,16,6.33,875,1,40,17040
2019,0,16,6.33,875,1,40,17040
2019,0,16,6.33,875,1,40,17040
2019,0,16,6.33,875,1,40,17040
2019,0,16,6.33,875,1,40,17040
2019,0,15.17,6.5,1140,1,60,17045
2019,0,16,6.33,875,1,50,17095
2019,0,11.32,4.08,847,1,300,17099
2019,0,11.32,4.08,847,1,300,17099
2019,0,16.67,6.42,878,1,50,17110
2019,0,16.67,6.42,878,1,50,17110
2019,0,16.67,6.42,878,1,50,17110
2019,0,16.67,6.42,878,1,50,17110
2019,0,16,6.33,875,1,50,17195
2019,0,16,6.33,875,1,50,17195
2019,0,16,6.33,875,1,50,17195
2019,0,16,6.33,875,1,50,17195
2019,0,16,6.33,875,1,50,17195
2019,0,15.17,6.5,1140,1,60,17200
2019,0,15.17,6.5,1140,1,60,17200
2019,0,15.17,6.5,1140,1,60,17200
2019,0,15.17,6.5,1140,1,60,17200
2019,0,16,7.08,1175,1,40,17220
2019,0,16,7.08,1175,1,40,17220
2019,0,16,7.08,1175,1,40,17220
2019,0,16,7.08,1175,1,40,17220
2019,0,16,7.08,1175,1,40,17220
2019,0,16.67,6.42,878,1,50,17355
2019,0,15.17,6.5,1140,1,60,17380
2019,0,16,6.33,875,1,50,17390
2019,0,16,6.33,875,1,50,17390
2019,0,16,6.33,875,1,50,17390
2019,0,15.17,6.5,1140,1,60,17475
2019,0,16,6.33,875,1,50,17490
2019,0,16,6.33,875,1,50,17490
2019,0,16,6.33,875,1,50,17490
2019,0,16,6.33,875,1,50,17490
2019,0,16,6.33,875,1,50,17490
2019,0,15.17,6.5,1140,1,60,17490
2019,0,15.17,6.5,1140,1,60,17490
1996,1,25,8.5,4350,1,415,17490
1984,1,28,9.25,7500,1,15,17500
2016,1,17.42,7.08,995,1,60,17500
2013,1,16.33,7.67,1440,1,115,17500
2002,1,22,8.5,4525,1,260,17500
1998,1,27.2,9.33,6800,2,600,17500
2019,0,16,7.08,1175,1,25,17545
